Tf idf,Markov,Euclidean,Manhattan,Jaccard,Space_NewLine,BraceSimilarity,CommentSimilarity,CodeStyleSimilarity,LCS_Score,LevenshteinScore,Veredict
0.9866,0.4252,0.04411926318198813,0.14622752796881636,0.918918918918919,0.19340659340659339,0.065,0.04,0.09946886446886445,0.8685015290519877,0.5015290519877675,1
0.9917,0.2713,0.03316631226161622,0.15126780588648372,0.7857142857142857,0.5348837209302326,0.0875,0.0,0.20746124031007754,0.8012820512820513,0.9711538461538461,1
0.9946,0.3702,0.02252206347433238,0.08457838587088069,0.925,0.5761772853185596,0.06444444444444444,0.0,0.213540576587668,0.8947368421052632,0.15578947368421053,1
0.9962,0.3281,0.01837329473428686,0.07403394668239714,0.8888888888888888,0.8317460317460317,0.1,0.125,0.35224867724867726,0.6532663316582915,0.550251256281407,1
0.9993,0.4127,0.007908192357778005,0.03611425256347824,0.88,0.9561200923787528,0.04186046511627907,0.18181818181818182,0.3932662464377379,0.9364406779661016,0.07627118644067797,1
0.9864,0.3675,0.035096419588373534,0.1464030738686827,0.7619047619047619,0.16863207547169812,0.07971014492753623,0.05,0.09944740679974479,0.5089820359281437,0.6147704590818364,1
0.9949,0.4297,0.021474623159684163,0.08624305108448112,0.8974358974358975,0.6103225806451613,0.1,0.04,0.25010752688172044,0.7798165137614679,0.3577981651376147,1
0.9843,0.1947,0.04234634702565527,0.1782069586743662,0.7441860465116279,0.2911795961742827,0.03508771929824561,0.0410958904109589,0.1224544019611624,0.8720379146919431,0.6492890995260664,1
0.9923,0.5402,0.029221060057093778,0.10831936133358845,0.9696969696969697,0.18793503480278417,0.1111111111111111,0.16666666666666666,0.15523760419352065,0.7283236994219653,0.315028901734104,1
0.9982,0.2361,0.01315798474830027,0.055114377585603475,0.8787878787878788,0.7981072555205048,0.16666666666666666,0.5,0.48825797406239047,0.8770764119601329,0.14285714285714285,1
1.0,1.0,0.0,0.0,1.0,1.0,0.09090909090909091,1.0,0.6969696969696969,1.0,0.0,1
0.9932,0.3423,0.024525749916978323,0.12340955879984315,0.7021276595744681,0.19187358916478559,0.1,0.1111111111111111,0.1343282334252989,0.673972602739726,0.3698630136986301,1
0.9687,0.2436,0.06149954548652985,0.23060367642658638,0.7441860465116279,0.6594124047878128,0.08695652173913043,0.1111111111111111,0.2858266792126848,0.5543933054393305,0.4790794979079498,1
0.9977,0.3942,0.013978128431386407,0.0714712281112162,0.782608695652174,0.6755852842809364,0.09523809523809523,0.1111111111111111,0.2939781635433809,0.8792569659442725,0.15479876160990713,1
1.0,1.0,0.0,0.0,1.0,0.23037323037323032,0.125,1.0,0.45179107679107683,1.0,0.0,1
0.9902,0.2018,0.03351647829117341,0.12360222053068294,0.9117647058823529,0.7754677754677755,0.1,1.0,0.6251559251559252,0.7924050632911392,0.4278481012658228,1
1.0,1.0,0.0,0.0,1.0,0.9972144846796658,0.08333333333333333,1.0,0.6935159393376663,1.0,0.0,1
0.9921,0.0611,0.031125065296750715,0.1509873665168297,0.7659574468085106,0.6467889908256881,0.10980392156862745,0.03333333333333333,0.26330874857588293,0.7850746268656716,0.7014925373134329,1
0.9908,0.3447,0.03153315299589921,0.13649996883421772,0.8571428571428571,0.2127303182579564,0.07083333333333333,0.1,0.1278545505304299,0.6372950819672131,0.45491803278688525,1
0.9836,0.264,0.041380271349102556,0.1498936217155761,0.8636363636363636,0.4638109305760709,0.0763888888888889,0.06666666666666667,0.20228882871054213,0.7966101694915254,0.2853107344632768,1
0.9926,0.4748,0.025316470130817507,0.09902643860775127,0.9142857142857143,0.22120658135283366,0.08823529411764706,0.2,0.16981395849016026,0.593607305936073,0.5639269406392694,1
1.0,1.0,0.0,0.0,1.0,1.0,0.125,1.0,0.7083333333333334,1.0,0.0,1
0.9937,0.3673,0.02264576713908875,0.10307966371253134,0.8222222222222222,0.8183556405353729,0.043209876543209874,0.2,0.35385517235952757,0.7927461139896373,0.3393782383419689,1
0.9937,0.3673,0.02264576713908875,0.10307966371253134,0.8222222222222222,0.8183556405353729,0.043209876543209874,0.2,0.35385517235952757,0.7927461139896373,0.3393782383419689,1
1.0,1.0,0.0,0.0,1.0,1.0,0.06060606060606061,1.0,0.6868686868686869,1.0,0.0,1
0.9997,0.7713,0.005636501008892786,0.02752572815085516,0.98,0.8877005347593583,0.06060606060606061,1.0,0.6494355317884729,1.0,0.1314935064935065,1
0.9987,0.3828,0.011758710843121028,0.05625268137084938,0.94,0.31444759206798867,0.06060606060606061,0.25,0.20835121755801644,0.925589836660617,0.3466424682395644,1
0.9931,0.213,0.023554591587286407,0.09558611868277755,0.7906976744186046,0.9065868263473054,0.07037037037037037,1.0,0.6589857322392253,0.9123376623376623,0.4025974025974026,1
0.9927,0.2733,0.032129162873435514,0.12128337747734917,0.7894736842105263,0.4418052256532067,0.1111111111111111,0.043478260869565216,0.19879819921129435,0.6071428571428571,0.621031746031746,1
1.0,1.0,0.0,0.0,1.0,1.0,0.18181818181818182,1.0,0.7272727272727272,1.0,0.0,1
1.0,1.0,0.0,0.0,1.0,0.41938579654510555,0.05555555555555555,0.06862745098039216,0.18118960102701775,1.0,0.0,1
0.9971,0.6094,0.014084426092059244,0.06813098619137901,0.918918918918919,0.1655328798185941,0.07114624505928854,1.0,0.41222637495929426,0.8515981735159818,0.2968036529680365,1
1.0,1.0,0.0,0.0,1.0,1.0,0.05,1.0,0.6833333333333332,1.0,0.0,1
0.996,0.6109,0.0210709076860143,0.07064448813151619,0.9705882352941176,0.8428571428571429,0.109375,0.14285714285714285,0.36502976190476194,0.9897610921501706,0.15017064846416384,1
0.9963,0.5455,0.01765494880853578,0.07369465222575695,0.9166666666666666,0.5167464114832536,0.08333333333333333,1.0,0.5333599149388623,0.8113207547169812,0.33962264150943394,1
0.9992,0.2559,0.010376200478072473,0.044494165135503035,0.9565217391304348,0.7357197258187358,0.03333333333333333,0.043478260869565216,0.27084377334054477,0.9168081494057725,0.40407470288624786,1
1.0,1.0,0.0,0.0,1.0,1.0,0.1,1.0,0.7000000000000001,1.0,0.0,1
0.996,0.4378,0.01919524411056023,0.07662660118256323,0.8571428571428571,0.08955223880597019,0.11764705882352941,1.0,0.4023997658764999,0.8888888888888888,0.6274509803921569,1
0.9943,0.4764,0.023131345643634435,0.09683624536312974,0.9166666666666666,0.8922155688622755,0.10196078431372549,0.047619047619047616,0.3472651335983495,0.7025,0.65,1
0.9944,0.368,0.02717333414815149,0.10717271550059858,0.925,0.2321428571428571,0.13095238095238096,1.0,0.45436507936507936,0.7555555555555555,0.2638888888888889,1
0.9997,0.7713,0.005636501008892786,0.02752572815085516,0.98,0.8877005347593583,0.06060606060606061,1.0,0.6494355317884729,1.0,0.1314935064935065,1
0.9946,0.3699,0.022240453313567554,0.10129733830809524,0.9473684210526315,0.4311926605504587,0.125,0.0,0.18539755351681955,0.6717948717948717,0.4025641025641026,1
1.0,1.0,0.0,0.0,1.0,0.989769820971867,0.125,1.0,0.7049232736572891,1.0,0.0,1
0.984,0.2778,0.038065070267044074,0.17869410044864087,0.8085106382978723,0.4788519637462235,0.05555555555555555,0.02857142857142857,0.18765964929106924,0.4765840220385675,0.5578512396694215,1
0.9965,0.409,0.017600777208780664,0.07700740200081513,0.875,0.6752577319587629,0.08421052631578947,0.0,0.25315608609151746,0.6881443298969072,0.36082474226804123,1
1.0,1.0,0.0,0.0,1.0,1.0,0.0625,1.0,0.6875,1.0,0.0,1
1.0,1.0,0.0,0.0,1.0,1.0,0.09090909090909091,1.0,0.6969696969696969,1.0,0.0,1
0.9946,0.3333,0.02091806810444957,0.10084992129673734,0.8636363636363636,0.9152148664343787,0.06832298136645963,0.024390243902439025,0.3359760305677591,0.9064516129032258,0.4,1
0.9967,0.3374,0.01868018606387657,0.08006231223436584,0.8888888888888888,0.8965014577259476,0.10526315789473684,0.07142857142857142,0.357731062349752,0.816793893129771,0.2824427480916031,1
0.994,0.4335,0.022622002455998567,0.09326395733210988,0.8611111111111112,0.628099173553719,0.1111111111111111,0.2,0.3130700948882767,0.8648648648648649,0.2882882882882883,1
1.0,1.0,0.0,0.0,1.0,1.0,0.125,1.0,0.7083333333333334,1.0,0.0,1
0.9931,0.3709,0.024442873582260924,0.1029355104011293,0.9487179487179487,0.7844827586206897,0.08695652173913043,0.3333333333333333,0.40159087123105114,0.8314917127071824,0.27624309392265195,1
0.9932,0.4055,0.02598735427092825,0.10601223220631817,0.8604651162790697,0.7156626506024096,0.05741626794258373,1.0,0.5910263061816644,0.5873417721518988,0.6936708860759494,1
0.9982,0.2808,0.013322480826070385,0.05613099976527186,0.9767441860465116,0.40283687943262414,0.058823529411764705,0.0,0.15388680294812962,0.8606271777003485,0.18641114982578397,1
0.9999,0.9993,0.003415176927663176,0.012311720400764423,1.0,0.9794149512459371,0.08695652173913043,1.0,0.6887904909950224,0.9708333333333333,0.029166666666666667,1
1.0,1.0,0.0,0.0,1.0,1.0,0.125,1.0,0.7083333333333334,1.0,0.0,1
1.0,1.0,0.0,0.0,1.0,0.996,0.06896551724137931,1.0,0.6883218390804599,1.0,0.0,1
0.9984,0.4242,0.011977844016008576,0.05516148702803193,0.9591836734693877,0.2965853658536586,0.06609195402298851,0.25,0.2042257732922157,0.8856624319419237,0.27586206896551724,1
0.9981,0.2574,0.012712381270202898,0.041802931776307506,0.9411764705882353,0.2787028921998247,0.057074910820451845,0.25,0.1952592676734255,0.6084828711256117,0.6786296900489397,1
0.9925,0.348,0.028215082189539727,0.09263089415049365,0.7954545454545454,0.24799506477483035,0.0325,0.16149068322981366,0.14732858266821466,0.7556818181818182,0.3390151515151515,1
0.9913,0.3964,0.02432026055376246,0.11934075304463318,0.825,0.1525129982668978,0.058823529411764705,0.02702702702702703,0.07945451823522985,0.7682926829268293,0.31910569105691056,1
0.9997,0.4218,0.0049448104699018666,0.015447567538247362,0.9772727272727273,0.7731958762886598,0.05625,0.045454545454545456,0.29163347391440175,0.9416445623342176,0.09549071618037135,1
0.9816,0.3607,0.0467668618389393,0.18895551971377972,0.6976744186046512,0.9029322548028311,0.06376811594202898,0.08333333333333333,0.35001123469273115,0.798469387755102,0.5943877551020408,1
0.9993,0.9975,0.008077346115539766,0.03864880798739847,1.0,0.8776371308016877,0.1,1.0,0.6592123769338959,0.9017199017199017,0.09828009828009827,1
0.985,0.2449,0.03499334850807659,0.17081086897855075,0.6545454545454545,0.9710144927536232,0.0625,0.16666666666666666,0.40006038647342995,0.5785714285714286,0.7160714285714286,1
0.9983,0.6145,0.01393977261924018,0.048838402494798455,0.967741935483871,0.16412213740458015,0.15,1.0,0.4380407124681933,0.8184615384615385,0.23384615384615384,1
0.9986,0.469,0.012120261189608225,0.04070748724279244,0.9534883720930233,0.7386609071274298,0.03991596638655462,1.0,0.5928589578379948,0.9041811846689896,0.17770034843205576,1
1.0,1.0,0.0,0.0,1.0,0.9971878515185602,0.04,1.0,0.6790626171728533,1.0,0.0,1
1.0,1.0,0.0,0.0,1.0,1.0,0.07692307692307693,1.0,0.6923076923076922,1.0,0.0,1
0.9972,0.5654,0.015507552901133322,0.06413382213521118,0.9117647058823529,0.5196304849884527,0.125,1.0,0.5482101616628176,0.8631284916201117,0.1564245810055866,1
0.9986,0.6177,0.012998635047304185,0.05111012958297239,0.967741935483871,0.17266187050359716,0.15,1.0,0.4408872901678657,0.9575163398692811,0.12091503267973856,1
1.0,1.0,0.0,0.0,1.0,0.5911552346570397,0.04,0.4482758620689655,0.3598103655753351,1.0,0.0,1
0.9977,0.2481,0.012338131505963414,0.057961856176428024,0.88,0.21515561569688768,0.09523809523809523,0.2,0.17013123697832766,0.8768115942028986,0.2584541062801932,1
0.9915,0.251,0.025833783699624843,0.1199541642300404,0.9038461538461539,0.5173299101412067,0.03968253968253968,0.05555555555555555,0.20418933512643397,0.6017543859649123,0.5087719298245614,1
0.9943,0.3414,0.024819378819627813,0.11634913262703475,0.8260869565217391,0.12527964205816555,0.07539682539682539,1.0,0.4002254891516636,0.7111716621253406,0.45776566757493187,1
1.0,1.0,0.0,0.0,1.0,1.0,0.07407407407407407,1.0,0.691358024691358,1.0,0.0,1
0.9952,0.5284,0.019918020545537457,0.08716187942489756,0.8958333333333334,0.9601113172541744,0.06385696040868455,0.125,0.38298942588761964,0.8816901408450705,0.28450704225352114,1
0.9842,0.3106,0.03980292536906784,0.18167727596275757,0.7045454545454546,0.880184331797235,0.08928571428571429,0.25,0.4064900153609831,0.7676470588235295,0.5764705882352941,1
0.9807,0.4156,0.04505069921707631,0.1682755636040548,0.9,0.2602150537634409,0.125,1.0,0.4617383512544803,0.7760617760617761,0.4671814671814672,1
0.9907,0.2574,0.030402129472553458,0.12222476423692694,0.875,0.7361477572559367,0.125,1.0,0.6203825857519789,0.919047619047619,0.45714285714285713,1
0.9858,0.2525,0.039111961490945896,0.15459701622590905,0.8837209302325582,0.29400000000000004,0.125,0.2,0.20633333333333334,0.6948640483383686,0.3595166163141994,1
1.0,1.0,0.0,0.0,1.0,0.9986541049798116,0.08333333333333333,1.0,0.6939958127710483,1.0,0.0,1
0.9971,0.3247,0.017076640756723445,0.07518359603984268,0.8636363636363636,0.7811059907834101,0.07692307692307693,0.05970149253731343,0.3059101867479335,0.8106060606060606,0.19507575757575757,1
1.0,1.0,0.0,0.0,1.0,1.0,0.125,1.0,0.7083333333333334,1.0,0.0,1
0.9998,0.8527,0.004297100378624142,0.008102690179105098,1.0,0.33119658119658124,0.1171875,1.0,0.4827946937321938,0.948892674616695,0.07325383304940375,1
0.9956,0.4325,0.021251374828133097,0.10375861438611751,0.8421052631578947,0.19840000000000002,0.09774436090225563,1.0,0.43204812030075185,0.7469135802469136,0.32098765432098764,1
0.9956,0.3445,0.021100080489869583,0.07330638592444554,0.9428571428571428,0.4461105904404874,0.06043956043956044,0.037037037037037035,0.18119572930569494,0.708185053380783,0.4483985765124555,1
0.9931,0.4545,0.028075501957960578,0.10073116771365044,0.9722222222222222,0.2857142857142857,0.2,1.0,0.49523809523809526,0.9428571428571428,0.3142857142857143,1
0.9949,0.4639,0.02266087283567464,0.07529160976851713,0.9722222222222222,0.34615384615384615,0.2,1.0,0.5153846153846153,0.9369747899159664,0.18487394957983194,1
0.9938,0.3284,0.026153924861599682,0.11806756413475818,0.8780487804878049,0.1814882032667876,0.10714285714285714,0.25,0.1795436868032149,0.7657992565055762,0.7360594795539034,1
1.0,1.0,0.0,0.0,1.0,0.9829488465396189,0.07407407407407407,1.0,0.6856743068712309,1.0,0.0,1
0.9961,0.326,0.018858557833325986,0.08842400513453129,0.8918918918918919,0.872093023255814,0.13333333333333333,0.2,0.4018087855297157,0.8808664259927798,0.3574007220216607,1
0.9986,0.5566,0.0114921819598371,0.048462933541485426,0.8787878787878788,0.19851116625310172,0.1111111111111111,0.0,0.10320742578807095,0.7421875,0.2890625,1
0.9981,0.2574,0.012712381270202898,0.041802931776307506,0.9411764705882353,0.2793345008756567,0.057074910820451845,0.25,0.19546980389870283,0.6084828711256117,0.6786296900489397,1
0.9988,0.4714,0.012110931519880318,0.04618427600234062,0.8888888888888888,0.17366412213740456,0.05555555555555555,0.5,0.24307322589765337,0.9066666666666666,0.2688888888888889,1
0.9947,0.319,0.02052566754766219,0.0804274213810738,0.918918918918919,0.8784893267651889,0.1,1.0,0.659496442255063,0.7966573816155988,0.28969359331476324,1
0.9975,0.6422,0.014369713300239157,0.022172949002217297,0.9333333333333333,0.9957865168539326,0.06060606060606061,1.0,0.6854641924866645,0.9889135254988913,0.011086474501108648,1
0.9944,0.114,0.02824608074564039,0.10650660197618364,0.8863636363636364,0.8148984198645598,0.0935672514619883,0.05263157894736842,0.3203657500913055,0.553030303030303,0.5549242424242424,1
1.0,1.0,0.0,0.0,1.0,0.45583596214511046,0.05,1.0,0.5019453207150368,1.0,0.0,1
0.998,0.6786,0.012478412040189077,0.05322125599534346,0.9183673469387755,0.920265780730897,0.07051282051282051,1.0,0.6635928670812392,0.7961335676625659,0.31985940246045697,1
0.9982,0.3837,0.01540714529921383,0.06843911573504805,0.8444444444444444,0.14613778705636749,0.08310249307479224,1.0,0.40974676004371996,0.7656565656565657,0.47878787878787876,1
0.9957,0.039,0.021213650896189325,0.1037472673482851,0.7169811320754716,0.40556009811937854,0.02863777089783282,0.11594202898550725,0.1833799660009062,0.6133004926108374,0.43267651888341546,1
0.9967,0.4957,0.022311939815633595,0.06953683204541293,0.9142857142857143,0.4636591478696742,0.125,1.0,0.5295530492898913,0.8181818181818182,0.3103448275862069,1
0.9924,0.4787,0.02744667946256329,0.08996595445202805,0.7608695652173914,0.2503113325031133,0.0325,0.16149068322981366,0.14810067191097567,0.7689393939393939,0.3162878787878788,1
0.9938,0.4657,0.025134336570169794,0.12143386399395474,0.9285714285714286,0.5396687009590235,0.047619047619047616,0.14285714285714285,0.24338163047840466,0.9328859060402684,1.4798657718120805,1
0.9992,0.6317,0.008592059569945902,0.03760277046350217,0.9565217391304348,0.9356060606060606,0.09090909090909091,1.0,0.6755050505050505,0.9162303664921466,0.13089005235602094,1
0.9982,0.9319,0.012826753928260454,0.05715141968672723,0.9512195121951219,0.6339381003201707,0.09418282548476455,0.010526315789473684,0.24621574719813633,0.7882653061224489,0.28316326530612246,1
0.997,1.0,0.01567864259837134,0.022172949002217297,0.9545454545454546,0.9971910112359551,0.06060606060606061,1.0,0.6859323572806719,0.9889135254988913,0.011086474501108648,1
0.9995,0.5944,0.007610810081826604,0.03338860378811246,0.9574468085106383,0.8882907133243607,0.08,0.08333333333333333,0.350541348885898,0.9296482412060302,0.07035175879396985,1
0.9956,0.5606,0.019866546437242106,0.07104876416667007,0.9428571428571428,0.14381270903010035,0.1,1.0,0.41460423634336685,0.7922848664688428,0.4391691394658754,1
1.0,1.0,0.0,0.0,1.0,1.0,0.038461538461538464,1.0,0.6794871794871794,1.0,0.0,1
0.9979,0.9766,0.016810093160384794,0.060631829624808405,1.0,0.37827715355805247,0.3333333333333333,1.0,0.5705368289637952,0.8490028490028491,0.21082621082621084,1
0.9973,0.2654,0.019578587324669817,0.06331615874538421,0.90625,0.8,0.14285714285714285,1.0,0.6476190476190476,0.8934169278996865,0.19435736677115986,1
0.9957,0.4247,0.020265219409901957,0.08196317483325676,0.9142857142857143,0.20448179271708689,0.1111111111111111,1.0,0.4385309679427327,0.772609819121447,0.31266149870801035,1
0.9922,0.346,0.028587999726217134,0.12385250389969331,0.8787878787878788,0.5256410256410257,0.08333333333333333,1.0,0.5363247863247863,0.7727272727272727,0.49393939393939396,1
0.9956,0.2987,0.01897612433613244,0.10130608253415863,0.72,0.3950762016412661,0.045,0.0,0.14669206721375536,0.8,0.6189473684210526,1
0.9979,0.3275,0.013305400817131174,0.0607700432397333,0.9047619047619048,0.54375,0.0703125,1.0,0.5380208333333333,0.5366269165247018,0.6132879045996593,1
1.0,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0.7333333333333334,1.0,0.0,1
0.998,0.4578,0.013622360659522208,0.06102919066293992,0.8717948717948718,0.6632016632016632,0.06060606060606061,0.25,0.32460257460257463,0.8821917808219178,0.27123287671232876,1
0.9998,0.9855,0.004209642837291705,0.012645160987818893,1.0,0.8676470588235294,0.14285714285714285,1.0,0.6701680672268907,0.9686520376175548,0.050156739811912224,1
0.9891,0.4065,0.03088234191896296,0.14195047375281403,0.813953488372093,0.7585335018963337,0.07529411764705882,0.2,0.3446092065144642,0.7002652519893899,0.3687002652519894,0
0.9933,0.3268,0.023918912485091485,0.10459766578718359,0.8837209302325582,0.8729096989966555,0.09090909090909091,0.07142857142857142,0.3450824537781059,0.7640117994100295,0.3303834808259587,0
0.9904,0.3148,0.0309369522354091,0.1561575408325971,0.7551020408163265,0.9411057692307693,0.07058823529411765,0.2,0.40389800150829563,0.47443762781186094,0.556237218813906,0
0.997,0.6192,0.018675361931464723,0.06916254955774899,1.0,0.277992277992278,0.10714285714285714,0.025,0.1367117117117117,0.7482758620689656,0.3413793103448276,0
0.9831,0.3678,0.03822004117674234,0.15447792102785646,0.875,0.3424242424242424,0.09166666666666666,0.0,0.14469696969696969,0.7617554858934169,1.0282131661442007,0
0.9874,0.3825,0.03253343004097769,0.14979537360220502,0.8095238095238095,0.1737804878048781,0.054945054945054944,0.037037037037037035,0.08858752659565668,0.41100917431192663,0.6201834862385321,0
0.9699,0.2897,0.058355485519492746,0.2123684364467967,0.7804878048780488,0.6512651265126512,0.07878787878787878,0.03125,0.25376766843351,0.6275,0.5975,0
0.9798,0.2365,0.04414241617138416,0.19468059925658093,0.6481481481481481,0.46101517530088953,0.03804347826086957,0.029850746268656716,0.17630313327680527,0.8255578093306288,0.8681541582150102,0
0.9934,0.2145,0.024177312482622643,0.12541028287177394,0.7735849056603774,0.722333000997009,0.03339517625231911,0.028985507246376812,0.261571228165235,0.612184249628529,0.8187221396731055,0
0.9919,0.3836,0.03049736182045902,0.13082425601205225,0.8421052631578947,0.899009900990099,0.08035714285714286,0.029411764705882353,0.3362596028510414,0.6675603217158177,0.6487935656836461,0
0.9887,0.3098,0.033055061369270555,0.1533010884173802,0.7073170731707317,0.45027124773960214,0.07211538461538461,0.043478260869565216,0.18862163107485067,0.6135371179039302,0.574235807860262,0
0.992,0.3944,0.02971022744961309,0.1330164956099689,0.8333333333333334,0.47875,0.09954751131221719,0.3333333333333333,0.3038769482151835,0.692063492063492,0.5428571428571428,0
0.9757,0.3184,0.04673870406770844,0.23250508974511308,0.5932203389830508,0.7035611164581328,0.05,0.3333333333333333,0.3622981499304887,0.48303715670436187,0.5961227786752827,0
0.9973,0.2968,0.015749371683679018,0.07345795881903805,0.9,0.43494897959183676,0.0875,0.03125,0.18456632653061225,0.6709844559585493,0.4326424870466321,0
0.9912,0.4099,0.030130082646450482,0.1438967603739872,0.7560975609756098,0.39755639097744366,0.1111111111111111,0.02127659574468085,0.17664803261107853,0.7167630057803468,0.4913294797687861,0
0.9747,0.1911,0.04786694893367348,0.2082366854485678,0.6862745098039216,0.14225648213034336,0.046822742474916385,0.04,0.07635974153508658,0.6832971800433839,0.9739696312364425,0
0.9796,0.3104,0.04856797791942929,0.19333870954533247,0.6666666666666666,0.41104294478527603,0.06321839080459771,0.05263157894736842,0.17563097151241405,0.6378378378378379,0.5333333333333333,0
0.4745,0.2164,0.24200493349180044,0.696053393399563,0.6,0.5556432517758485,0.05303030303030303,0.008547008547008548,0.2057401877843867,0.42122719734660036,0.7446102819237148,0
0.9941,0.2846,0.022401545882800376,0.09690500127237169,0.8604651162790697,0.17404129793510326,0.04208754208754209,0.2,0.1387096133408818,0.5505050505050505,0.6313131313131313,0
0.9931,0.3713,0.02472913807851344,0.10907574543727792,0.85,0.2084765177548683,0.05128205128205128,0.024390243902439025,0.0947162709797862,0.6329113924050633,0.7120253164556962,0
